Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  ,  ,4020,NS ,Yellow-bellied Sapsucker                ,Nova Scotia                             ,Dh,37,0.21,-0.89,1.33,1.24
  ,  ,  ,  ,  ,4020,NY ,Yellow-bellied Sapsucker                ,New York                                ,Dh,105,0.07,-0.99,1.13,5.242
  ,  ,  ,  ,  ,4020,ONT,Yellow-bellied Sapsucker                ,Ontario                                 ,Dh,207,0.86,-0.43,1.93,4.339
  ,  ,  ,  ,1,4020,PA ,Yellow-bellied Sapsucker                ,Pennsylvania                            ,Dh,51,4.96,3.45,6.47,2.205
 R, R, Y, Y,1,4020,PEI,Yellow-bellied Sapsucker                ,Prince Edward Island                    ,Dh,4,6.84,3.34,11.01,0.668
  ,  ,  ,  ,1,4020,QUE,Yellow-bellied Sapsucker                ,Quebec                                  ,Dh,171,2.14,0.93,3.37,2.193
 Y,  ,  , Y,  ,4020,SAS,Yellow-bellied Sapsucker                ,Saskatchewan                            ,Dh,47,2.01,-0.39,4.4,0.514
  ,  ,  ,  ,1,4020,VT ,Yellow-bellied Sapsucker                ,Vermont                                 ,Dh,26,2.46,1.26,3.66,8.45
  ,  ,  ,  ,1,4020,WIS,Yellow-bellied Sapsucker                ,Wisconsin                               ,Dh,76,1.53,0.64,2.48,3.3
 R, Y, R, R,1,4020,WV ,Yellow-bellied Sapsucker                ,West Virginia                           ,Dh,8,4.74,0.66,10.67,0.014
  ,  ,  ,  ,  ,4020,CA1,Yellow-bellied Sapsucker                ,Canada                                  ,Dh,698,0.65,-0.14,1.27,2.111
  ,  ,  ,  ,1,4020,US1,Yellow-bellied Sapsucker                ,United States                           ,Dh,541,1.13,0.46,1.7,2.942
  ,  ,  ,  ,1,4020,SU1,Yellow-bellied Sapsucker                ,Survey-wide                             ,Dh,1239,0.75,0.11,1.25,2.305
 R, R, Y, R,  ,4021,A05,Red-naped Sapsucker                     ,Northern Pacific Rainforest             ,Dh,3,-1.68,-6.01,1.86,0.011
 Y,  ,  , Y,2,4021,S09,Red-naped Sapsucker                     ,Great Basin                             ,Dh,73,-1.43,-2.76,-0.13,0.849
  ,  ,  ,  ,1,4021,S10,Red-naped Sapsucker                     ,Northern Rockies                        ,Dh,181,1.13,0.06,2.23,1.748
 R, R, Y, R,  ,4021,S11,Red-naped Sapsucker                     ,Prairie Potholes                        ,Dh,4,-0.96,-5.31,3.25,0.009
 Y,  ,  , Y,1,4021,S16,Red-naped Sapsucker                     ,Southern Rockies/colorado Plateau       ,Dh,115,1.51,0.21,2.69,0.624
 Y,  ,  , Y,1,4021,S17,Red-naped Sapsucker                     ,Badlands and Prairies                   ,Dh,23,2.47,0.64,4.4,0.483
 R, Y, Y, R,  ,4021,S34,Red-naped Sapsucker                     ,Sierra Madre Occidental                 ,Dh,6,-0.88,-5.04,2.96,0.032
 Y, Y,  , Y,  ,4021,ALB,Red-naped Sapsucker                     ,Alberta                                 ,Dh,11,-0.12,-2.99,2.64,0.104
 R, Y, Y, R,  ,4021,ARI,Red-naped Sapsucker                     ,Arizona                                 ,Dh,9,-0.53,-3.98,2.5,0.044
  ,  ,  ,  ,  ,4021,BC ,Red-naped Sapsucker                     ,British Columbia                        ,Dh,73,0.53,-0.67,1.81,2.892
  ,  ,  ,  ,1,4021,COL,Red-naped Sapsucker                     ,Colorado                                ,Dh,69,2.24,0.67,4.01,1.261
  ,  ,  ,  ,  ,4021,IDA,Red-naped Sapsucker                     ,Idaho                                   ,Dh,37,0.69,-1,2.56,1.064
 Y,  ,  , Y,1,4021,MON,Red-naped Sapsucker                     ,Montana                                 ,Dh,43,2.15,0.57,3.81,0.831
 Y, Y,  , Y,  ,4021,NM ,Red-naped Sapsucker                     ,New Mexico                              ,Dh,12,0.27,-2.12,2.6,0.341
 Y,  ,  , Y,  ,4021,ORE,Red-naped Sapsucker                     ,Oregon                                  ,Dh,41,0.11,-1.77,2.11,0.161
 Y, Y,  ,  ,1,4021,SD ,Red-naped Sapsucker                     ,South Dakota                            ,Dh,12,3.55,1.22,6.4,1.126
 Y,  ,  , Y,  ,4021,UT ,Red-naped Sapsucker                     ,Utah                                    ,Dh,26,1.91,-0.22,4.39,0.551
 Y,  ,  , Y,  ,4021,WAS,Red-naped Sapsucker                     ,Washington                              ,Dh,30,-0.13,-2.07,1.78,0.742
 Y,  ,  , Y,  ,4021,WYO,Red-naped Sapsucker                     ,Wyoming                                 ,Dh,42,-0.29,-1.93,1.31,0.387
  ,  ,  ,  ,  ,4021,CA1,Red-naped Sapsucker                     ,Canada                                  ,Dh,84,0.51,-0.68,1.76,2.026
 Y,  ,  , Y,1,4021,US1,Red-naped Sapsucker                     ,United States                           ,Dh,321,1,0.22,1.73,0.627
 Y,  ,  , Y,  ,4021,SU1,Red-naped Sapsucker                     ,Survey-wide                             ,Dh,405,0.7,-0.11,1.49,0.997
  ,  ,  ,  ,1,4030,A05,Red-breasted Sapsucker                  ,Northern Pacific Rainforest             ,Dh,154,1.3,0.18,2.53,2.046
 Y,  ,  , Y,  ,4030,S09,Red-breasted Sapsucker                  ,Great Basin                             ,Dh,61,1.01,-0.4,2.37,0.454
 Y,  ,  , Y,  ,4030,S10,Red-breasted Sapsucker                  ,Northern Rockies                        ,Dh,23,0.54,-1.67,2.81,0.677
  ,  ,  ,  ,  ,4030,S15,Red-breasted Sapsucker                  ,Sierra Nevada                           ,Dh,37,-0.4,-1.69,0.98,1.897
 Y,  ,  , Y,  ,4030,S32,Red-breasted Sapsucker                  ,Coastal California                      ,Dh,27,-0.26,-2.48,1.92,0.122
 Y,  , Y,  ,  ,4030,AK ,Red-breasted Sapsucker                  ,Alaska                                  ,Dh,20,2.47,-0.82,6.66,7.572
  ,  ,  ,  ,  ,4030,BC ,Red-breasted Sapsucker                  ,British Columbia                        ,Dh,86,0.97,-0.21,2.26,1.306
 Y,  ,  , Y,  ,4030,CAL,Red-breasted Sapsucker                  ,California                              ,Dh,105,0.34,-0.71,1.37,0.713
 Y,  ,  , Y,  ,4030,ORE,Red-breasted Sapsucker                  ,Oregon                                  ,Dh,64,1,-0.07,2.25,0.63
 Y,  ,  , Y,1,4030,WAS,Red-breasted Sapsucker                  ,Washington                              ,Dh,47,1.71,0.41,3.05,0.87
  ,  ,  ,  ,  ,4030,CA1,Red-breasted Sapsucker                  ,Canada                                  ,Dh,86,0.97,-0.21,2.26,1.306
 Y,  ,  , Y,1,4030,US1,Red-breasted Sapsucker                  ,United States                           ,Dh,216,0.79,0.09,1.5,0.73
  ,  ,  ,  ,1,4030,SU1,Red-breasted Sapsucker                  ,Survey-wide                             ,Dh,302,0.89,0.11,1.7,1.02
 Y,  , Y, Y,  ,4010,A04,American Three-toed Woodpecker          ,Northwestern Interior Forest            ,Dh,40,1.65,-1.42,4.64,0.14
 R, R, Y, R,  ,4010,A05,American Three-toed Woodpecker          ,Northern Pacific Rainforest             ,Dh,3,-0.24,-5.11,4.56,0.015
 R,  ,  , R,  ,4010,A06,American Three-toed Woodpecker          ,Boreal Taiga Plains                     ,Dh,26,-0.02,-2.7,2.91,0.048
 R,  ,  , R,  ,4010,S08,American Three-toed Woodpecker          ,Boreal Softwood Shield                  ,Dh,23,0.82,-1.77,3.5,0.032
 R,  , Y, R,  ,4010,S09,American Three-toed Woodpecker          ,Great Basin                             ,Dh,14,1.94,-0.98,5.03,0.033
 Y,  ,  , Y,  ,4010,S10,American Three-toed Woodpecker          ,Northern Rockies                        ,Dh,69,0.89,-1.06,2.86,0.125
 R, R, R, R,  ,4010,S12,American Three-toed Woodpecker          ,Boreal Hardwood Transition              ,Dh,3,-0.81,-6.02,4.08,0.053
 R, Y, Y, R,  ,4010,S14,American Three-toed Woodpecker          ,Atlantic Northern Forest                ,Dh,8,-0.14,-3.89,3.59,0.009
 Y,  ,  , Y,  ,4010,S16,American Three-toed Woodpecker          ,Southern Rockies/colorado Plateau       ,Dh,47,2.15,-0.58,4.61,0.119
 R, R, R, R,  ,4010,S17,American Three-toed Woodpecker          ,Badlands and Prairies                   ,Dh,3,2.29,-2.42,7.78,0.022
 R, R, Y, R,  ,4010,S34,American Three-toed Woodpecker          ,Sierra Madre Occidental                 ,Dh,4,1.93,-2.54,7.18,0.034
 R,  ,  , R,  ,4010,AK ,American Three-toed Woodpecker          ,Alaska                                  ,Dh,46,1.72,-1.28,4.67,0.096
 R,  , Y, R,  ,4010,ALB,American Three-toed Woodpecker          ,Alberta                                 ,Dh,19,-1.48,-4.71,1.48,0.027
 R, R, Y, R,  ,4010,ARI,American Three-toed Woodpecker          ,Arizona                                 ,Dh,4,1.93,-2.54,7.18,0.034
 Y,  ,  , Y,  ,4010,BC ,American Three-toed Woodpecker          ,British Columbia                        ,Dh,41,0.95,-1.38,3.33,0.197
 Y,  , Y, Y,  ,4010,COL,American Three-toed Woodpecker          ,Colorado                                ,Dh,35,1.51,-1.58,4.91,0.13
 R, Y, Y, R,  ,4010,IDA,American Three-toed Woodpecker          ,Idaho                                   ,Dh,6,1.47,-2.9,6.75,0.04
 R, Y, Y, R,  ,4010,MAN,American Three-toed Woodpecker          ,Manitoba                                ,Dh,13,0.25,-3.04,3.68,0.056
 R, R, R, R,  ,4010,ME ,American Three-toed Woodpecker          ,Maine                                   ,Dh,3,-0.71,-6.17,4.5,0.008
 R, Y, Y, R,  ,4010,MON,American Three-toed Woodpecker          ,Montana                                 ,Dh,11,2.63,-0.66,6.6,0.068
 R, Y, Y, R,  ,4010,ONT,American Three-toed Woodpecker          ,Ontario                                 ,Dh,5,0.99,-3.47,5.85,0.017
 R, R, Y, R,  ,4010,ORE,American Three-toed Woodpecker          ,Oregon                                  ,Dh,3,-1.33,-6.34,3.61,0.015
 R, Y, Y, R,  ,4010,QUE,American Three-toed Woodpecker          ,Quebec                                  ,Dh,10,1.54,-2.83,6.14,0.02
 R, Y, R, R,  ,4010,SAS,American Three-toed Woodpecker          ,Saskatchewan                            ,Dh,6,1.98,-2.87,7.53,0.05
 R, R, R, R,  ,4010,SD ,American Three-toed Woodpecker          ,South Dakota                            ,Dh,3,2.29,-2.42,7.78,0.022
 R, Y, Y, R,1,4010,UT ,American Three-toed Woodpecker          ,Utah                                    ,Dh,9,4.43,0.9,8.78,0.096
 R, Y, Y, R,  ,4010,WAS,American Three-toed Woodpecker          ,Washington                              ,Dh,11,-0.41,-3.51,2.59,0.014
 R, Y, Y, R,  ,4010,WYO,American Three-toed Woodpecker          ,Wyoming                                 ,Dh,12,1.4,-2.03,4.98,0.036
 R,  ,  , R,  ,4010,CA1,American Three-toed Woodpecker          ,Canada                                  ,Dh,94,0.49,-1.19,2.13,0.069
 R,  ,  , R,  ,4010,US1,American Three-toed Woodpecker          ,United States                           ,Dh,97,1.37,-0.39,2.9,0.054
 R,  ,  , R,  ,4010,SU1,American Three-toed Woodpecker          ,Survey-wide                             ,Dh,191,0.68,-0.71,1.95,0.065
 R,  , Y, R,1,4000,A04,Black-backed Woodpecker                 ,Northwestern Interior Forest            ,Sh,16,6.82,2.59,11.65,0.024
 R,  , Y, R,  ,4000,A06,Black-backed Woodpecker                 ,Boreal Taiga Plains                     ,Sh,21,2.98,-0.74,6.43,0.031
 Y,  ,  , Y,  ,4000,S08,Black-backed Woodpecker                 ,Boreal Softwood Shield                  ,Sh,69,1.64,-0.45,3.64,0.129
 R,  ,  , R,1,4000,S09,Black-backed Woodpecker                 ,Great Basin                             ,Sh,26,2.49,0.06,4.89,0.094
 R,  ,  , R,  ,4000,S10,Black-backed Woodpecker                 ,Northern Rockies                        ,Sh,57,1.55,-0.43,3.54,0.037
 R,  ,  , R,  ,4000,S12,Black-backed Woodpecker                 ,Boreal Hardwood Transition              ,Sh,89,0.09,-1.96,2.04,0.043
 R,  ,  , R,  ,4000,S14,Black-backed Woodpecker                 ,Atlantic Northern Forest                ,Sh,66,-1.14,-3.14,0.83,0.03
 R,  , Y, R,  ,4000,S15,Black-backed Woodpecker                 ,Sierra Nevada                           ,Sh,15,2.34,-1.34,6.12,0.036
 R, Y, Y, R,  ,4000,S17,Black-backed Woodpecker                 ,Badlands and Prairies                   ,Sh,11,1.98,-1.85,5.95,0.044
 R,  , Y, R,1,4000,AK ,Black-backed Woodpecker                 ,Alaska                                  ,Sh,16,6.82,2.59,11.65,0.024
 R, Y, Y, R,  ,4000,ALB,Black-backed Woodpecker                 ,Alberta                                 ,Sh,11,-1.11,-5.76,3.25,0.011
 R,  , Y, R,  ,4000,BC ,Black-backed Woodpecker                 ,British Columbia                        ,Sh,21,2.31,-1.05,5.57,0.03
 R,  , Y, R,1,4000,CAL,Black-backed Woodpecker                 ,California                              ,Sh,19,4.13,1.03,7.63,0.052
 R, Y, Y, R,  ,4000,IDA,Black-backed Woodpecker                 ,Idaho                                   ,Sh,8,0.46,-3.92,4.78,0.037
 Y,  , Y, Y,  ,4000,MAN,Black-backed Woodpecker                 ,Manitoba                                ,Sh,20,1.74,-1.65,5.1,0.114
 R,  , Y, R,  ,4000,ME ,Black-backed Woodpecker                 ,Maine                                   ,Sh,18,-3.01,-6.53,0.64,0.028
 R, Y, Y, R,  ,4000,MIC,Black-backed Woodpecker                 ,Michigan                                ,Sh,7,-2.3,-7.02,2.16,0.009
 R,  , Y, R,  ,4000,MIN,Black-backed Woodpecker                 ,Minnesota                               ,Sh,15,2.48,-0.98,6.16,0.044
 R, Y, Y, R,  ,4000,MON,Black-backed Woodpecker                 ,Montana                                 ,Sh,6,1.83,-2.37,6.21,0.016
 R,  ,  , R,  ,4000,NB ,Black-backed Woodpecker                 ,New Brunswick                           ,Sh,20,-0.55,-3.35,2.38,0.042
 R,  , Y, R,  ,4000,NS ,Black-backed Woodpecker                 ,Nova Scotia                             ,Sh,16,-0.16,-3.51,3.23,0.028
 R, Y, Y, R,  ,4000,NY ,Black-backed Woodpecker                 ,New York                                ,Sh,8,2.92,-1.31,7.39,0.038
 Y,  ,  , Y,  ,4000,ONT,Black-backed Woodpecker                 ,Ontario                                 ,Sh,71,1.84,-0.75,4.37,0.167
 Y,  ,  , Y,  ,4000,ORE,Black-backed Woodpecker                 ,Oregon                                  ,Sh,30,2.46,-0.03,4.96,0.178
 R,  , Y, R,  ,4000,QUE,Black-backed Woodpecker                 ,Quebec                                  ,Sh,33,0.52,-2.41,3.66,0.031
 R, Y, R, R,1,4000,SAS,Black-backed Woodpecker                 ,Saskatchewan                            ,Sh,6,5.88,0.57,11.91,0.047
 R, Y, Y, R,  ,4000,SD ,Black-backed Woodpecker                 ,South Dakota                            ,Sh,8,2.28,-2.23,7.19,0.062
 R, Y, Y, R,  ,4000,WAS,Black-backed Woodpecker                 ,Washington                              ,Sh,11,-0.37,-3.73,2.97,0.022
 R, Y, Y, R,  ,4000,WIS,Black-backed Woodpecker                 ,Wisconsin                               ,Sh,5,0.31,-4.5,4.91,0.007
 R, R, R, R,  ,4000,WYO,Black-backed Woodpecker                 ,Wyoming                                 ,Sh,3,1.16,-4.23,7.16,0.012
 R,  ,  , R,  ,4000,CA1,Black-backed Woodpecker                 ,Canada                                  ,Sh,198,1.42,-0.2,2.97,0.071
 R,  ,  , R,  ,4000,US1,Black-backed Woodpecker                 ,United States                           ,Sh,138,1.26,-0.13,2.64,0.056
 R,  ,  , R,1,4000,SU1,Black-backed Woodpecker                 ,Survey-wide                             ,Sh,336,1.36,0.05,2.58,0.067
 R,  ,  , R,  ,3940,A04,Downy Woodpecker                        ,Northwestern Interior Forest            ,Dh,35,1.06,-1.08,3.54,0.085
 Y,  ,  , Y,  ,3940,A05,Downy Woodpecker                        ,Northern Pacific Rainforest             ,Dh,136,-0.14,-0.92,0.59,0.476
 Y,  ,  , Y,  ,3940,A06,Downy Woodpecker                        ,Boreal Taiga Plains                     ,Dh,83,0.46,-0.56,1.48,0.214
 Y,  ,  , Y,  ,3940,S08,Downy Woodpecker                        ,Boreal Softwood Shield                  ,Dh,80,-0.22,-1.41,0.93,0.28
 Y,  ,  , Y,  ,3940,S09,Downy Woodpecker                        ,Great Basin                             ,Dh,114,-0.49,-1.31,0.25,0.1
 Y,  ,  , Y,  ,3940,S10,Downy Woodpecker                        ,Northern Rockies                        ,Dh,152,-0.63,-1.42,0.22,0.143
 Y,  ,  , Y,  ,3940,S11,Downy Woodpecker                        ,Prairie Potholes                        ,Dh,180,0.46,-0.09,1.04,0.226
 Y,  ,  , Y,  ,3940,S12,Downy Woodpecker                        ,Boreal Hardwood Transition              ,Dh,266,0.25,-0.27,0.79,0.97
  ,  ,  ,  ,1,3940,S13,Downy Woodpecker                        ,Lower Great Lakes/ St. Lawrence Plain   ,Dh,184,0.67,0.21,1.14,2.043
  ,  ,  ,  ,1,3940,S14,Downy Woodpecker                        ,Atlantic Northern Forest                ,Dh,289,1.01,0.58,1.44,1.339
 Y,  ,  , Y,  ,3940,S15,Downy Woodpecker                        ,Sierra Nevada                           ,Dh,28,-0.28,-1.74,1.33,0.221
 Y,  ,  , Y,  ,3940,S16,Downy Woodpecker                        ,Southern Rockies/colorado Plateau       ,Dh,101,0.54,-0.5,1.58,0.103
 Y,  ,  , Y,  ,3940,S17,Downy Woodpecker                        ,Badlands and Prairies                   ,Dh,50,0.14,-1.08,1.28,0.104
 R,  ,  , R,  ,3940,S18,Downy Woodpecker                        ,Shortgrass Prairie                      ,Dh,19,0.32,-1.39,1.92,0.057
 Y,  ,  , Y,  ,3940,S19,Downy Woodpecker                        ,Central Mixed Grass Prairie             ,Dh,99,0.17,-0.5,0.87,0.582
 R, Y,  , R,  ,3940,S20,Downy Woodpecker                        ,Edwards Plateau                         ,Dh,7,-0.46,-3.2,1.7,0.019
  ,  ,  ,  ,  ,3940,S21,Downy Woodpecker                        ,Oaks and Prairies                       ,Dh,60,0.28,-0.42,0.95,2.088
  ,  ,  ,  ,  ,3940,S22,Downy Woodpecker                        ,Eastern Tallgrass Prairie               ,Dh,270,0.06,-0.35,0.44,1.835
  ,  ,  ,  ,1,3940,S23,Downy Woodpecker                        ,Prairie Hardwood Transition             ,Dh,150,1.15,0.62,1.69,2.26
  ,  ,  ,  ,2,3940,S24,Downy Woodpecker                        ,Central Hardwoods                       ,Dh,152,-0.74,-1.13,-0.37,3.092
  ,  ,  ,  ,  ,3940,S25,Downy Woodpecker                        ,West Gulf Coastal Plain/ouachitas       ,Dh,100,-0.36,-0.98,0.25,3.186
  ,  ,  ,  ,  ,3940,S26,Downy Woodpecker                        ,Mississippi Alluvial Valley             ,Dh,58,0.67,-0.01,1.4,2.436
  ,  ,  ,  ,1,3940,S27,Downy Woodpecker                        ,Southeastern Coastal Plain              ,Dh,307,0.37,0.04,0.72,3.463
  ,  ,  ,  ,  ,3940,S28,Downy Woodpecker                        ,Appalachian Mountains                   ,Dh,346,-0.25,-0.56,0.05,3.526
  ,  ,  ,  ,  ,3940,S29,Downy Woodpecker                        ,Piedmont                                ,Dh,164,0.28,-0.16,0.74,4.361
  ,  ,  ,  ,1,3940,S30,Downy Woodpecker                        ,New England/mid-atlantic Coast          ,Dh,147,0.5,0.12,0.89,4.807
  ,  ,  ,  ,1,3940,S31,Downy Woodpecker                        ,Peninsular Florida                      ,Dh,54,0.96,0.06,1.93,2.339
 Y,  ,  , Y,  ,3940,S32,Downy Woodpecker                        ,Coastal California                      ,Dh,80,-0.14,-1.02,0.73,0.286
 R, R,  , R,  ,3940,S33,Downy Woodpecker                        ,Sonoran and Mojave Deserts              ,Dh,4,0.53,-1.71,2.84,0.023
 R, Y,  , R,  ,3940,S34,Downy Woodpecker                        ,Sierra Madre Occidental                 ,Dh,5,-0.1,-2.82,2.51,0.028
 Y,  ,  , Y,  ,3940,S37,Downy Woodpecker                        ,Gulf Coastal Prairie                    ,Dh,27,1.02,-0.34,2.72,0.642
  ,  ,  ,  ,2,3940,ALA,Downy Woodpecker                        ,Alabama                                 ,Dh,104,-0.55,-1.05,-0.07,3.209
 Y,  ,  , Y,  ,3940,AK ,Downy Woodpecker                        ,Alaska                                  ,Dh,47,0.81,-0.98,2.74,0.104
 Y,  ,  , Y,  ,3940,ALB,Downy Woodpecker                        ,Alberta                                 ,Dh,87,0.61,-0.56,1.77,0.161
 R, Y,  , R,  ,3940,ARI,Downy Woodpecker                        ,Arizona                                 ,Dh,5,-0.1,-2.82,2.51,0.028
  ,  ,  ,  ,  ,3940,ARK,Downy Woodpecker                        ,Arkansas                                ,Dh,54,-0.51,-1.13,0.15,3.157
 Y,  ,  , Y,  ,3940,BC ,Downy Woodpecker                        ,British Columbia                        ,Dh,112,-0.56,-1.42,0.33,0.28
 Y,  ,  , Y,  ,3940,CAL,Downy Woodpecker                        ,California                              ,Dh,147,-0.12,-0.79,0.56,0.202
 R,  ,  , R,  ,3940,COL,Downy Woodpecker                        ,Colorado                                ,Dh,71,0.62,-0.72,2.03,0.081
  ,  ,  ,  ,  ,3940,CON,Downy Woodpecker                        ,Connecticut                             ,Dh,18,0.85,-0.12,1.85,7.51
  ,  ,  ,  ,  ,3940,DEL,Downy Woodpecker                        ,Delaware                                ,Dh,17,0.89,-0.17,2.03,2.956
  ,  ,  ,  ,1,3940,FLA,Downy Woodpecker                        ,Florida                                 ,Dh,92,1.26,0.56,1.99,3.091
  ,  ,  ,  ,  ,3940,GA ,Downy Woodpecker                        ,Georgia                                 ,Dh,107,0.4,-0.14,0.99,3.518
 Y,  ,  , Y,  ,3940,IA ,Downy Woodpecker                        ,Iowa                                    ,Dh,37,-0.21,-1.08,0.68,0.786
 R,  ,  , R,  ,3940,IDA,Downy Woodpecker                        ,Idaho                                   ,Dh,38,-0.14,-1.62,1.45,0.099
  ,  ,  ,  ,  ,3940,ILL,Downy Woodpecker                        ,Illinois                                ,Dh,103,0.06,-0.53,0.68,1.921
  ,  ,  ,  ,  ,3940,IND,Downy Woodpecker                        ,Indiana                                 ,Dh,64,-0.27,-0.92,0.34,2.305
  ,  ,  ,  ,  ,3940,KAN,Downy Woodpecker                        ,Kansas                                  ,Dh,59,-0.28,-1.02,0.49,1.347
  ,  ,  ,  ,2,3940,KY ,Downy Woodpecker                        ,Kentucky                                ,Dh,58,-1.28,-1.92,-0.62,3.938
  ,  ,  ,  ,1,3940,LA ,Downy Woodpecker                        ,Louisiana                               ,Dh,89,1.39,0.7,2.11,2.369
 Y,  ,  , Y,  ,3940,MAN,Downy Woodpecker                        ,Manitoba                                ,Dh,63,0.29,-1.58,1.58,0.202
  ,  ,  ,  ,1,3940,MAS,Downy Woodpecker                        ,Massachusetts                           ,Dh,30,1.65,0.87,2.44,5.259
  ,  ,  ,  ,  ,3940,MD ,Downy Woodpecker                        ,Maryland                                ,Dh,73,-0.12,-0.56,0.34,4.844
  ,  ,  ,  ,1,3940,ME ,Downy Woodpecker                        ,Maine                                   ,Dh,72,1.03,0.04,2.09,1.46
  ,  ,  ,  ,1,3940,MIC,Downy Woodpecker                        ,Michigan                                ,Dh,90,1.03,0.35,1.75,2.151
  ,  ,  ,  ,  ,3940,MIN,Downy Woodpecker                        ,Minnesota                               ,Dh,85,0.51,-0.19,1.27,1.009
  ,  ,  ,  ,1,3940,MIS,Downy Woodpecker                        ,Mississippi Flyway                      ,Dh,54,1.51,0.62,2.43,3.185
  ,  ,  ,  ,  ,3940,MO ,Downy Woodpecker                        ,Missouri                                ,Dh,92,0.27,-0.4,0.93,2.7
 R,  ,  , R,  ,3940,MON,Downy Woodpecker                        ,Montana                                 ,Dh,42,0.19,-0.88,1.44,0.074
  ,  ,  ,  ,1,3940,NB ,Downy Woodpecker                        ,New Brunswick                           ,Dh,47,2.07,1.1,3.09,1.099
  ,  ,  ,  ,  ,3940,NC ,Downy Woodpecker                        ,North Carolina                          ,Dh,94,0.3,-0.25,0.84,3.778
 Y,  ,  , Y,  ,3940,ND ,Downy Woodpecker                        ,North Dakota                            ,Dh,38,1.11,-0.15,2.46,0.207
 Y,  ,  , Y,  ,3940,NEB,Downy Woodpecker                        ,Nebraska                                ,Dh,54,-0.26,-1.11,0.63,0.409
 R, R,  , R,  ,3940,NEV,Downy Woodpecker                        ,Nevada                                  ,Dh,4,0.19,-2.41,3.11,0.028
  ,  ,  ,  ,1,3940,NH ,Downy Woodpecker                        ,New Hampshire                           ,Dh,26,1.02,0.26,1.8,3.143
  ,  ,  ,  ,  ,3940,NJ ,Downy Woodpecker                        ,New Jersey                              ,Dh,42,0.14,-0.65,0.94,3.777
 R, Y,  , R,  ,3940,NM ,Downy Woodpecker                        ,New Mexico                              ,Dh,9,-0.32,-2.6,2.01,0.037
  ,  ,  ,  ,1,3940,NS ,Downy Woodpecker                        ,Nova Scotia                             ,Dh,41,2.17,1.21,3.25,1.359
  ,  ,  ,  ,  ,3940,NY ,Downy Woodpecker                        ,New York                                ,Dh,129,0.21,-0.28,0.7,2.427
  ,  ,  ,  ,  ,3940,OHI,Downy Woodpecker                        ,Ohio                                    ,Dh,77,0.56,-0.04,1.15,2.864
  ,  ,  ,  ,  ,3940,OKL,Downy Woodpecker                        ,Oklahoma                                ,Dh,54,0.2,-0.43,0.82,2.26
 Y,  ,  , Y,  ,3940,ONT,Downy Woodpecker                        ,Ontario                                 ,Dh,195,-0.24,-1.07,0.52,0.627
 Y,  ,  , Y,  ,3940,ORE,Downy Woodpecker                        ,Oregon                                  ,Dh,74,0.07,-0.72,0.88,0.269
  ,  ,  ,  ,  ,3940,PA ,Downy Woodpecker                        ,Pennsylvania                            ,Dh,128,0.04,-0.43,0.54,2.793
 R, R,  , Y,1,3940,PEI,Downy Woodpecker                        ,Prince Edward Island                    ,Dh,4,2.52,0.27,5.6,0.536
 Y,  ,  , Y,1,3940,QUE,Downy Woodpecker                        ,Quebec                                  ,Dh,151,1.19,0.29,2.1,0.485
 Y, Y,  ,  ,  ,3940,RI ,Downy Woodpecker                        ,Rhode Island                            ,Dh,5,1.87,-0.03,4.24,3.348
 Y,  ,  , Y,  ,3940,SAS,Downy Woodpecker                        ,Saskatchewan                            ,Dh,42,-0.11,-1.54,1.36,0.132
  ,  ,  ,  ,  ,3940,SC ,Downy Woodpecker                        ,South Carolina                          ,Dh,46,-0.59,-1.37,0.19,3.721
 Y,  ,  , Y,  ,3940,SD ,Downy Woodpecker                        ,South Dakota                            ,Dh,38,-0.43,-1.62,0.75,0.27
  ,  ,  ,  ,  ,3940,TEN,Downy Woodpecker                        ,Tennessee                               ,Dh,48,-0.26,-0.8,0.3,3.616
  ,  ,  ,  ,  ,3940,TEX,Downy Woodpecker                        ,Texas                                   ,Dh,97,-0.52,-1.31,0.23,1.265
 R,  ,  , R,  ,3940,UT ,Downy Woodpecker                        ,Utah                                    ,Dh,32,0.83,-0.92,2.67,0.093
  ,  ,  ,  ,  ,3940,VA ,Downy Woodpecker                        ,Virginia                                ,Dh,61,-0.54,-1.16,0.12,3.734
  ,  ,  ,  ,2,3940,VT ,Downy Woodpecker                        ,Vermont                                 ,Dh,26,-1.09,-2.05,-0.17,2.183
 Y,  ,  , Y,  ,3940,WAS,Downy Woodpecker                        ,Washington                              ,Dh,73,-0.42,-1.26,0.45,0.371
  ,  ,  ,  ,1,3940,WIS,Downy Woodpecker                        ,Wisconsin                               ,Dh,96,1.06,0.44,1.71,2.01
  ,  ,  ,  ,  ,3940,WV ,Downy Woodpecker                        ,West Virginia                           ,Dh,57,-0.64,-1.46,0.16,4.057
 R,  ,  , R,  ,3940,WYO,Downy Woodpecker                        ,Wyoming                                 ,Dh,42,-1.2,-2.8,0.15,0.066
 Y,  ,  , Y,  ,3940,CA1,Downy Woodpecker                        ,Canada                                  ,Dh,742,0.32,-0.15,0.73,0.377
  ,  ,  ,  ,  ,3940,US1,Downy Woodpecker                        ,United States                           ,Dh,2951,0.09,-0.04,0.22,1.414
